id,turns,winner,white_rating,black_rating,opening_ply
H6ekooSo,106,black,1619,1632,8
aAvOTNHx,40,black,1591,1609,5
Jp6IvYAe,53,white,1611,1557,5
LtpKitbM,75,white,1667,1620,3
DAXqflAS,57,white,1599,1631,5
F0ZcOPPk,113,draw,1631,1627,2
4Ma9USUb,29,white,1620,1639,5
bHbMzeDL,113,white,1645,1630,11
Xk6bwa5t,205,white,1617,1704,3
iDgwCcf6,62,black,1601,1607,8
52H6J8dA,49,white,1569,1619,8
B9RinOGL,17,white,1621,1593,4
u3kPJZoY,37,white,1609,1688,2
1rSYShf5,127,white,1598,1619,3
z6rYvR7n,153,draw,1628,1666,6
ofFR6nsl,30,black,1574,1619,3
WUoy8Je3,61,white,1609,1590,9
KYjtOele,88,black,1641,1598,11
rPFpCwRU,71,white,1661,1606,10
u71hGlXv,48,black,1617,1616,5
eUvDdnRT,58,black,1620,1606,4
zteSlRbj,79,white,1597,1565,4
HhLijTF2,73,white,1599,1607,5
Mr6issxD,40,black,1601,1597,2
CAb0UFxk,48,black,1607,1600,5
S06cDgyV,54,black,1615,1704,5
rnGmoQmb,73,white,1601,1626,2
ByFCsbTU,48,black,1635,1666,4
e1L96Qg0,43,white,1662,1645,2
htHHq4m7,48,black,1598,1636,2
3zKCQksx,45,white,1628,1556,5
aC9hsUfj,54,black,1638,1639,2
Gu0kgdQ6,34,black,1450,1999,9
6Mge5bg1,53,white,1999,1450,9
CXj8RWsH,77,white,1996,1959,5
oWmDxvTw,32,white,1948,1942,6
K8IiKmIC,113,white,1930,2204,10
98G7gMnG,39,white,1918,1966,4
JmKIGYyL,17,white,2069,1925,4
dCjf66Ah,75,white,1860,1938,4
6Mm4exSe,28,black,1905,1924,5
uaxh0ZDl,93,black,1930,2107,3
X0oreXfc,42,black,1936,2101,5
ApfXiEHP,126,black,1313,1543,2
MNtNEacv,8,black,1563,1290,2
CrDegkB7,67,white,1266,1585,2
5buOI0oQ,49,black,1542,1242,4
G3GwyDoO,88,draw,1232,1551,3
3iUilI27,28,black,1244,1282,3
Igc9UGIL,35,white,1525,1249,2
zAKMjvyh,86,white,1225,1546,3
0RCG21fU,65,white,1198,1613,1
WbE9C9MZ,66,black,1189,1621,4
LiG9Jd4R,63,white,1619,1191,2
SIrYnzBo,35,white,1176,1201,2
p55JgmiL,22,black,1649,1176,3
G7VCOcDq,14,white,1176,1649,5
U2B1HB4H,67,white,1621,1176,3
A6Ns0ggh,106,black,1176,1621,3
92VHknkM,96,black,1176,1615,5
PPiwAKNy,115,white,1615,1176,4
ocjzy4IO,113,white,1176,1615,6
JGbVPeDG,69,white,1653,1176,4
h80HPKl4,58,black,1176,1653,3
zLzkjHwt,54,black,1653,1176,3
GKgbh7OZ,21,draw,1176,1653,5
uaFTrZr9,67,white,1500,1176,5
LvKxrdgr,79,white,1308,1185,2
kZvADYy4,45,white,1164,1326,5
YNPYJgEo,73,white,1318,1173,2
d1RLoijH,114,black,1180,1361,2
8D4nrffw,18,white,1355,1188,1
JyphCg4N,48,black,1191,1623,6
roUMpxpz,116,black,1203,1267,4
2AOllAJ1,42,black,1283,1182,6
jogmb8PN,71,white,1156,1449,7
CZZs3NaL,45,white,1444,1161,4
Etv6kmdI,114,black,1530,1552,3
uNDYk16C,26,black,1504,1543,2
V9iZKwH7,35,white,1543,1601,5
gxsw89Yq,63,draw,1519,1543,2
ioTxTKNr,119,white,1584,1553,2
sCmRglMC,84,black,1537,1543,7
rdMFUI5Z,38,draw,1509,1544,5
yUc6GHpU,65,white,1532,1570,5
GrKNx1yj,40,black,1497,1532,6
eYDMBZn3,51,white,1436,1546,5
URVQRHUl,61,white,1536,1498,3
bBGFG7ta,71,white,1453,1550,9
BWb0fhTA,57,white,1550,1429,3
P8aZ0Q6Y,51,black,1462,1541,1
s9Qm66cU,53,white,1492,1554,1
XBDt3P07,65,white,1522,1566,2
ZAjKfCvT,94,draw,1671,1563,1
wFe4So3s,26,black,1464,1555,11
G3x5vSEB,133,white,1626,1564,3
QMDrp9lk,111,white,1550,1639,7
zqnP7qXP,25,white,1550,1527,4
HTAgSelk,38,black,1693,1535,7
7EWqCMsT,52,black,1600,1535,2
THklJ9YD,64,black,1500,1535,7
qQ7o96NZ,30,black,1443,1528,1
M2Gldkea,85,black,1542,1517,1
7ylmLTvM,77,white,1651,1524,2
uO60TNgB,54,black,1507,1513,5
kPtFkiEf,166,black,1523,1556,6
3vnaUxiJ,73,white,1554,1523,5
0zeYTuO2,91,white,1636,1506,5
CTMOvDoU,90,black,1528,1495,3
PFDIc5lw,55,white,1545,1490,2
SEhmBIat,52,black,1508,1562,6
eO7GQDlB,31,white,1552,1518,3
Vq8FNItx,23,white,1505,1565,6
OjOGzOkc,35,black,1580,1492,3
79sE6XWH,15,white,1484,1401,4
pBJ0u29B,28,black,1418,1475,3
sG4JlavM,35,white,1466,1406,8
2LCcFkzv,51,white,1432,1478,2
ocOxH6cK,60,black,1489,1475,2
f7CknWWF,64,black,1454,1479,2
hMYWtwvm,71,white,1516,1489,7
pGZKY8L9,40,black,1582,1489,3
Of4802hf,45,white,1799,1578,4
SihLByhR,78,black,1716,1464,5
JcGqobHW,10,draw,1277,1464,7
PT9STFD7,60,white,1413,1280,6
q3GELpuD,48,draw,1276,1461,6
NhTgFLTz,41,white,1284,1436,4
EYcrhHoM,49,white,1426,1500,3
gBSwRnOm,93,white,1405,1040,5
CDo4bGfJ,25,white,1516,1413,7
UHMPqng3,46,black,1434,1401,4
r3eSPmDO,37,white,1388,1447,5
fUiY70c5,36,white,1507,1396,1
GplC7Hxd,17,white,1636,1400,3
jRvqesTv,30,black,1408,1498,2
wQnEdjOw,50,black,1415,1577,3
G33JVE3S,24,black,1331,1413,3
rmuHn0hS,67,white,1400,1452,6
57eOV6iY,21,white,1440,1421,4
buW361wZ,65,white,1405,1557,14
bC0fz0mT,45,white,1309,1419,4
wKYz6c3M,72,black,1587,1403,3
2Ezq32nn,123,black,1416,1349,4
31U8ZC7m,50,black,1431,1317,2
zVChjOt8,80,black,1436,1669,4
Vbsajd3E,40,black,1363,1418,7
KWStdWd8,34,black,1423,1650,2
eiX7xcIT,106,black,1418,1445,3
rnmsRN5Z,65,white,1587,1424,4
fqAbUtr1,43,white,1407,1620,4
vnZJmeU1,57,white,1643,1424,3
lQTYe1Rk,115,white,1500,1430,4
EzDZrhzE,11,black,1444,1358,3
ub5F4szi,61,black,1442,1420,8
hamjMF1N,39,white,1435,1453,2
uqCQIlRj,45,white,1728,1458,2
QcKZf8cx,33,white,1470,1469,7
sCtLen8L,22,white,1461,1355,6
5w0PWtTI,57,black,1466,1657,6
RksXHbAz,51,white,1441,1479,6
XubAzggo,55,white,1642,1485,4
zy8Y3u5i,56,black,1449,1475,6
Ntowqn1D,55,white,1462,1504,3
4V1iK1om,43,white,1727,1466,11
QCROF12S,65,white,1457,1386,5
yDQ8fTMA,25,white,1503,1468,6
D5VI1f9Y,61,white,1461,1316,4
qToAdrbr,100,draw,1466,1583,2
ad9N5et8,58,black,1461,1455,3
Kx2ojQYq,71,white,1446,1344,4
Ui6w6e8O,39,white,1436,1388,2
ObZ4ZxdV,51,white,1665,1360,5
mdZJIvl3,35,white,2171,2064,11
1sXEkQzf,43,white,2162,2088,10
68zpX8Aw,54,black,2097,2152,5
2cVwyZDB,47,white,2053,2167,11
FrWEwMi0,51,black,1994,2160,2
yn1PtraI,59,draw,2166,1997,9
0vmZFd3P,88,black,1661,2069,10
zg5AA1BM,68,black,2211,1637,4
SoiUncFO,64,black,1187,1635,3
KFs2455N,104,black,1924,1774,4
SqRBTbsG,68,black,1789,1899,11
Z4TYx07W,65,white,1880,1679,6
dAQs69rc,43,white,2050,1880,11
UctqLA0K,50,black,1923,1911,4
8RGBrEDX,63,black,1964,2005,6
pOC1w38O,3,white,1970,1832,3
AWwQnKdf,127,white,1990,1970,4
H2rGJWSN,53,white,1886,1970,10
vasv4NRL,138,black,1970,1886,8
Z3j8azAy,135,white,1886,1970,14
pik1MqGa,29,white,1970,1500,5
i10NPm8h,34,black,1621,1970,5
vw9kQlVQ,17,white,1970,1710,6
yRIfrKfX,35,white,1807,1970,5
dYBtB80G,46,draw,1970,1208,3
KHGr1qGJ,80,black,2106,1970,4
MktSq6p4,141,white,1970,1506,5
RJJRbFjl,96,black,1506,1970,3
Ga5g6u8c,25,white,1970,1500,4
hPeIuhGm,42,black,1452,2085,2
nuxJRnmh,60,black,1660,1450,9
V1eUhsCB,58,black,1486,1654,6
QWj75Sf1,42,black,1390,1649,4
dyToWvfG,45,white,2013,1652,3
Qfg5GkEp,71,white,1643,1573,3
4KtpTmJC,110,black,1652,1735,8
HSp2Q4b2,85,white,1726,1661,6
zSaDngjF,20,black,1672,1717,6
k7Wo9xaY,152,black,1643,1660,7
QwhiBYwx,22,black,1415,1655,6
cGUFYqYk,57,white,1669,1326,3
2TTDUjis,92,black,1329,1660,1
qN04st5F,130,black,1674,1926,8
NnYCzint,66,black,1674,1500,12
GNV0WazB,76,black,1781,1674,6
r0v1C4mb,95,white,1529,1674,4
Pqgm9lJ0,80,black,1674,1708,6
oHowJ99E,21,black,1590,1640,3
i8sSwJDX,91,white,2027,1640,6
owyEvmNX,84,draw,2027,1640,11
FHLXje9J,86,black,1579,1416,2
GzlSn5Gz,137,draw,1577,1634,7
NN5JAMwL,103,white,1568,1509,3
koPdQtfr,47,white,1561,1380,3
BLIby90U,29,white,1552,1471,2
fSNY68Xe,63,white,1547,1330,3
HGzwmLZv,39,black,1564,1386,2
EU3ZCYK2,115,draw,1563,1609,3
BJqjdH3w,99,white,1549,1609,3
PIWD38Gr,92,black,1562,1536,3
z08B8NEV,48,black,1563,2139,7
IIl3z8Tu,90,black,1565,1947,3
5Lbk3cKE,102,black,1587,1553,2
mnFwFP8T,93,white,1712,1559,7
Nge5EFBc,29,white,1547,1583,4
Qzv2avG2,60,black,1552,1763,3
Wz2hvb3V,54,black,1568,1439,3
tdm3hBZF,104,black,1534,1557,4
JkSoVebK,59,white,1550,1560,3
HDsLoM4W,69,white,1544,1350,4
EKvAxAge,96,black,1558,1519,4
NW7Idoui,50,black,1569,1576,4
c6r7AZ8b,44,black,1577,1714,2
SQBXyaJg,55,black,1596,1327,3
wOYpBavx,105,white,1594,1238,4
vi8I97kl,72,black,1609,1485,4
nn2ZYYhA,25,white,1605,1354,7
x5G3ehMb,105,white,1594,1574,3
8lPdDRqM,65,white,1582,1575,4
kbXZgxvL,33,white,1575,1405,4
RqW4vssN,39,white,1572,1251,2
7MZcB5s5,60,black,1140,1571,3
3BdKVCYp,51,white,1993,1573,6
Xizn8nBg,64,black,1576,1915,3
aOt3sTqe,45,white,1990,1578,1
tEDwFUBp,70,black,1591,1536,6
r2BC59rf,23,white,1575,1725,3
IAvU1J02,44,black,1581,1747,7
aEby06Li,99,white,1569,1615,4
u9uf3rSU,56,black,1583,1482,7
9xvH20FX,67,black,1593,1644,2
YNb8gkn8,39,white,1589,1299,3
v8MLc6aP,31,black,1605,1416,2
p4a3ZFBE,222,black,1617,1614,2
xfD25ZBl,111,white,1611,1418,4
lyFjZgPc,23,white,1606,1392,4
V3oOkwOV,19,white,1601,1402,3
URQXiYPn,40,black,1451,1594,4
ODySqmvj,43,black,1475,1396,4
jUh18RZS,92,black,1496,1229,3
1KYmTnL7,76,black,1393,1398,6
AE1cX4kV,63,white,1418,1405,7
06QRqda0,18,black,1422,1267,5
7pB1SXRX,73,white,1778,1425,3
5LYlzYbW,20,black,1430,1669,6
x5jjWxfT,84,black,1441,1474,6
Havt0jol,27,white,1403,1455,9
Fa25eK34,24,black,1523,1440,4
wz6kaPM6,68,black,1441,1620,4
AQIJBzwO,51,white,1388,1456,3
JfwrL3n3,11,white,1447,1335,7
pcubVMug,121,white,1968,1447,2
68ib6PlO,42,black,1447,1500,11
7jcsBPIz,43,white,1492,1458,6
SzpZi9Cn,41,white,1446,1420,6
I8EhTdwW,22,black,1216,1440,3
UEMh4q6L,83,white,1432,1306,5
CzBNM46M,63,white,1419,1446,1
OGV7hOdB,76,black,1460,1457,2
8OjqzAvS,18,black,1277,1452,3
Wue3sNJ6,149,white,1421,1468,5
J5Brr9IW,157,white,1440,1272,5
elSayd2O,41,white,1518,1452,5
vQfg7gyU,44,black,1479,1056,4
2J2B9StC,111,white,1383,1498,4
2eucXu3Z,51,white,1492,1248,6
rKhGMBGm,56,draw,1523,1491,5
mIgk76VO,65,white,1801,1496,3
6OU2Rd7b,126,draw,1496,1496,8
qpyvGFGT,40,black,1505,1650,4
tVMepHFb,158,black,1425,1492,2
sXcMqRBC,120,draw,1491,1520,4
33Sqdi7o,32,black,1509,1480,11
IfJtLdPf,19,white,1268,1158,3
4DUvJ6SQ,33,white,1141,1268,4
lI0KlPQC,15,draw,1268,1141,3
MS5C4XKj,85,white,1189,1244,2
wDrFbXQ1,17,white,1189,1443,3
TW2GRAY0,86,black,1271,1261,4
lXGOv4Gb,7,white,1519,1324,1
sY8Jkaq8,73,white,1611,1423,7
UQwCoNx3,65,white,1784,1538,8
6skkN9ja,130,black,1583,1567,6
kniYYNCw,28,black,1583,2203,4
yJTiS12r,44,black,1729,1615,9
KCsJBaH8,54,black,1420,1402,3
YbJ5njMK,48,black,1500,1701,5
ThbiBF12,55,white,1700,1324,5
H7MhGQHH,36,black,1331,1472,5
vbiaPhla,11,black,1463,1315,6
K2x1Fqcu,59,white,1443,1323,3
6Av7sAtf,16,black,1333,1382,4
EKoVCQxB,63,white,1628,1337,5
Upk3NFkf,44,black,1342,1556,5
DCDwkbhe,60,white,1370,1353,6
olXjkuj8,33,white,1552,1359,2
x7FMFiFy,66,black,1364,1632,3
ibbxn32c,30,white,1518,1371,6
tT7RRLBA,18,white,1383,1383,6
AX56BuDF,36,white,1688,1386,6
3iD6bAPh,82,black,1392,1612,4
NO65bMMn,102,black,1225,1385,3
NvKAhNHn,51,black,1389,1675,5
SbdaO4Zl,30,white,1594,1395,5
AKMrZojI,82,black,1558,1360,5
sugQQbIs,44,black,1369,1460,2
PNH6nW8P,54,black,1374,1579,4
IXSFFIYm,53,white,1430,1385,4
qDyiERF7,80,black,1489,1369,6
TlJ4lOtq,14,black,1363,1514,2
is5BCFhy,11,white,1363,1559,6
20Ca7fep,20,white,1469,1372,5
hOxMCCCv,44,white,1646,1376,5
f8Ntl0HR,73,white,1365,1347,4
vb4OzFNH,55,black,1368,1754,8
r3Bs2sYw,51,white,1962,1368,3
6jd5RAOn,122,black,1375,1539,4
ifoO0SHy,54,white,1604,1380,5
YfGtkv0Z,7,white,1554,1387,3
iYND6ykw,61,black,1394,1528,4
cgvu92ui,50,white,1679,1398,1
qVvNHxVu,53,white,1519,1406,5
E8sTxMED,55,white,1394,1414,4
4NiVgxD8,15,white,1648,1399,5
8AL2nziL,27,white,1643,1404,3
GWoYshN7,82,white,1638,1409,5
i9HIQRTw,32,black,1657,1389,5
EWJBKXja,66,white,1653,1394,5
QKLQ15Og,9,white,1601,1399,4
A5MdNIWR,39,white,1543,1407,2
sjT1P6rx,21,white,1394,1427,4
mq1AJgCL,80,white,1528,1402,4
8advEW0l,63,white,1738,1405,4
xYdeS7dN,84,white,1535,1413,5
ePu1I2sM,62,black,1568,2060,3
iC1RILhE,15,black,1783,2060,7
1ygWggQx,104,black,2060,1614,4
wbEXPZiE,30,black,1527,2060,6
LD0aaEAy,50,black,2060,1527,5
Pqxcvgcq,45,white,1553,2060,5
sKKXMG0E,40,black,2060,1546,2
PxVQBCPK,30,black,1768,2060,9
8IKQrxIj,95,white,1876,2060,3
RlaiWC6c,34,black,2060,1882,6
v1JlTdDS,37,white,2060,1500,4
LtJ9qUuK,63,white,1500,2060,3
da4UFGld,43,white,1500,2060,3
BLvBGbtb,95,white,2060,1932,2
wdlF1gGX,37,white,2060,1754,6
ZKpwxCUn,53,white,1500,2060,2
U9w1yJL6,26,black,1500,2060,3
h7vuPjSh,54,black,2060,1639,6
XvNrBHkD,72,black,1513,1569,5
UVmS3x7q,46,black,1440,1553,9
r6xBFiFF,40,black,1459,1532,8
E4QQpvHZ,58,black,1573,1356,6
c1t4gbOA,47,white,1672,1595,5
ZhIETIK1,13,black,1507,1570,6
XAhovIOR,62,white,1741,1589,4
DhOjDt0U,29,white,1409,1644,11
lYsxFXWi,67,white,1552,1649,7
A0LvGToT,66,black,1679,1816,10
IHPVDSdk,83,black,1833,1594,10
sFCKjBwt,67,white,1508,1681,6
N8vjPKro,80,black,1340,1567,2
Ln5MWFlF,73,white,1502,1346,2
dr60SIXx,18,black,1354,1445,4
HTNv36xb,33,white,1312,1366,3
0gczZjas,50,black,1407,1354,3
ThbeWfvS,48,black,1366,1297,2
7xd9nJEF,95,white,1282,1380,4
zTRG9bj0,65,white,1460,1389,3
XfTKR1Qb,50,black,1379,1378,5
Idx6znmf,27,white,1366,1391,4
NhnGIoid,149,white,1357,1300,4
AGpcXija,73,black,1365,1479,2
Exsd4yi1,66,black,1374,1435,3
LkzyZ5b4,35,white,1425,1383,3
r1HebVTE,74,black,1395,1377,2
BH36Imvu,92,black,1360,1384,3
gpUOeQR6,103,white,1756,1387,2
blvRi2oE,105,white,1374,1462,2
pgGxkOch,88,draw,1401,1373,3
QU2MxgDc,41,black,1383,1651,4
gD7a4WY8,2,black,1383,1522,2
xMkoHo34,77,white,1352,1642,4
2OPgEIug,47,white,1421,1361,2
MthRxgCf,106,black,1323,1351,6
wLneR0Af,79,white,1314,1355,3
tcTHNM8a,45,black,1362,1461,4
Fk6mKBXl,70,black,1371,1453,3
grFOuHEU,31,white,1442,1379,3
KjbNPhi7,58,black,1368,1464,8
HwQOkjEx,52,black,1464,1301,2
89jYGvyO,27,white,1388,1464,6
joTK35B6,58,black,1204,1464,5
zt9p4fBy,48,black,1464,1441,4
GDYr4yHe,29,white,1464,1540,5
Yrh8zCod,20,white,1337,1464,8
I2j4cLbh,134,black,1516,1464,5
B1ikIuh1,19,white,1526,1473,1
ADztkaw9,47,white,1413,1487,11
Sz0uiUEV,53,white,1473,1587,6
Bxl0lnlm,20,black,1479,1633,6
D0w5SXH6,56,black,1417,1470,5
AL4sDK9l,92,black,1263,1454,4
rCRMRvdy,81,white,1442,1487,7
OnN2FPwq,95,white,1644,1447,5
eSXqR8EY,110,black,1456,1767,6
5rq70xXV,49,black,1465,1523,3
R254EpM3,123,white,1392,1479,7
NCTob7O7,81,white,1463,1641,5
G4p1bVzt,66,black,1476,1386,4
XJgEp9EX,64,black,1615,1461,8
gSysqT1l,87,white,1446,1579,6
UgiSHXti,49,white,1382,1459,7
J50MAsjx,36,black,1472,1406,4
CN1BqF3f,16,black,1480,1594,5
7OlegXCj,76,black,1309,1474,9
hpV05UJr,70,black,1328,1467,6
z4UYGlAQ,27,draw,1469,1368,9
qQ2iOf88,52,black,1632,1453,4
eHLhCP2L,66,black,1458,1666,4
nCkVsErj,2,black,1467,1510,2
4hqpII5S,78,black,1481,1380,4
3rh8RLuz,51,white,1535,1491,10
xwdbUYx7,17,white,1564,1500,8
Gx907v0A,20,black,1505,1690,3
bu69M3I5,74,black,1496,1492,1
HQ0FRtyE,67,white,1567,1500,8
FJOfPu6N,16,black,1506,1662,8
9dgDFBwX,56,black,1516,1546,7
x9Mdx43J,90,black,1524,1597,2
mgMul2Qc,63,white,1644,1532,7
CHuzQaW6,47,white,1618,1540,7
HA3cvmdT,115,draw,1540,1543,4
xR13a8vG,85,white,1512,1642,7
PwqWeJej,39,white,1738,1517,5
oSgyvDxC,212,draw,1513,1634,4
1oHJ2cK7,16,white,1561,1523,5
0kgMk5Iz,32,black,1533,1553,5
NeE2CIEt,47,white,1592,1542,6
l8lr7FFl,24,white,1726,1547,5
tPZ2IT9y,54,black,1606,1535,2
Pt9D6aUA,163,white,1643,1542,7
2gIEcxrh,42,black,1548,1710,4
R7DYNw9D,129,white,1537,1575,6
OqN5ALVO,79,white,1603,1546,7
WP0zj4Ah,33,black,1546,1700,8
sLEtQk1e,100,black,1500,1546,3
qxQAvslN,36,black,1546,1500,8
Gzfj7Jf5,15,white,1500,1546,11
gQ9xHFXI,57,white,1546,1642,7
W6LHJq4Z,120,black,1546,1533,5
bRxUpQxY,59,black,1604,1533,5
FZyUvg4E,41,white,1523,1508,7
KFPrHRaG,118,black,1571,1510,7
ErqxdZQg,17,white,1683,1516,2
DZh0OVyc,44,black,1649,1501,3
IXLuSTd6,30,black,1509,1617,7
BtE0NaoU,114,black,1518,1560,11
1ds0Opmu,61,white,1704,1523,3
CjwhSrhi,133,draw,1520,1637,7
umSgn1cE,109,white,1624,1528,7
PYA4Z5Rq,65,white,1513,1656,3
R1mIapx3,143,white,1603,1521,3
Tpo2X0xn,127,white,1509,1585,13
Vmg3YKxC,79,white,1618,1516,6
Qw3oFASi,32,black,1522,1702,7
ZdTtyHhT,129,white,1555,1532,7
sTbzOHLn,58,white,1651,1539,7
XfBrkdkf,20,black,1545,1714,3
LYVXBuqX,13,white,1567,1555,4
ehOlv8k8,28,black,1565,1563,5
mvqrOE33,77,black,1574,1632,7
mSjZG0G8,36,black,1582,1663,6
PhDRSWNi,69,white,1650,1590,5
Fcx1lCPk,47,white,1438,1436,3
4y8WkQ2g,42,black,1486,1420,2
8gejdXeB,109,draw,1418,1472,6
Oa8R8vNh,71,white,1390,1470,1
oMfThc50,83,white,1428,1403,3
S9R1YUeM,109,white,1384,1498,1
MdL08Z7Y,75,white,1598,1391,3
l5Mr7tFQ,74,black,1394,1764,1
3dl0p9kr,104,black,1396,1889,2
IOkY7c2F,85,white,1738,1399,3
CbpgwOvy,53,white,1749,1403,3
BzlvqbzW,82,black,1396,1389,3
1EJx9nca,74,black,1380,1375,5
6gBJy1rp,83,white,1360,1395,4
fyReZT9R,125,white,1345,1345,2
5MAmFhSX,135,white,1473,1352,2
UxmNSiyE,72,black,1365,1442,2
Q255ftV3,61,white,1474,1376,4
BY8vY0Bb,16,black,1389,1465,1
VH1UAxpD,34,black,1375,1372,3
bBAeiWbh,87,draw,1372,1375,4
EN1bBXAW,37,white,1430,1388,5
a1x9cjQ8,47,black,1516,1362,7
1Sfir5Md,47,white,1699,1378,9
7bIo7824,27,white,1448,1394,3
xz2hZZAJ,34,black,1413,1431,3
0B7q1vLU,62,black,1432,1477,3
EVBd2xxR,26,white,1466,1453,3
S276RTYt,59,black,1472,1550,4
PsfwTbSR,61,black,1413,1449,3
PXiVI14x,81,white,1429,1500,2
YVuCD6fD,61,white,1484,1454,1
pgKVivfu,18,black,1495,1419,3
bzujF8pw,57,white,1391,1360,4
IKLqhgio,118,black,1431,1350,6
1pV243TG,12,black,1416,1302,5
M3rb6mUv,39,black,1495,1240,6
VmVCaHtC,62,black,1276,1322,6
J5JhkUgx,20,black,1298,1218,5
v0W2Xi1u,67,white,1351,1258,3
5PKdfVoL,72,black,1323,1293,5
kLJKfTKZ,58,white,1628,1348,4
9oXNpROf,6,black,1357,1871,1
ZfLeBD0E,60,black,1385,1683,3
uVkAXSUk,59,white,1558,1457,6
QKYA1ybA,54,black,1462,1249,4
rqCAxLUU,53,white,2035,1757,4
t1ynzSf6,56,black,2053,1840,4
nyBmLrqR,36,black,1468,2052,6
dFOCPsZc,63,white,2043,1964,4
XCFkBsX0,49,white,1994,2057,5
AAEpWnBt,36,black,1684,1717,4
Kcw71yNA,83,white,1703,1783,6
1HdstuvD,58,black,1807,1687,9
xP5D1776,35,white,1953,1691,8
zWaPEIUR,25,white,1679,1698,6
24iYDd7a,70,black,1398,1661,10
5Gf12F8q,45,white,1873,1667,3
M9wssVfM,35,white,1664,1315,6
30ILNUpa,99,white,1646,1833,8
51f2b03n,65,white,1518,1582,5
Nfobq094,75,white,1575,1420,2
IZrifdS7,65,white,1563,1615,9
0NnUma7F,135,white,1551,1585,7
Tajej9wI,57,white,1551,1585,8
hKc7jya1,61,white,1552,1538,10
g7APGoFF,63,white,1526,1564,4
ryMyeq38,88,black,1569,1747,5
atfxY2nq,66,black,1577,1695,3
TkUorujI,37,black,1603,1565,1
E2V6d6kP,62,black,1323,1560,7
WNVrmJS6,110,black,1724,1544,4
MW9eUOql,35,white,1532,1556,3
Xspp18sx,97,white,1545,1543,3
SNSTLokN,96,black,1552,1705,11
vMZ9mOJw,57,white,1513,1575,6
tU8qlIeJ,45,white,1566,1499,10
bt7zA9eR,49,white,1555,1566,5
WBlSZKCb,23,white,1555,1566,4
n94Shq6Q,72,black,1567,1759,9
u30tY0dF,125,white,1576,1779,10
KrczuVmI,31,white,1779,1576,7
gEEe2SMo,25,white,1576,1669,10
fiiJXYh1,56,black,1600,1576,3
MHHSBOP7,104,black,1576,1600,8
cN4BZfbe,47,white,1566,1520,5
ebVavqeA,29,black,1530,1556,5
R1Sz9NyP,37,white,1564,1567,4
QVavKTil,30,black,1578,1534,2
qv9EMhUr,60,black,1551,1568,4
w0lb70nJ,79,black,1569,2101,4
k9sR4kA3,54,black,1523,1559,4
VC3Xdpj1,71,white,1542,1815,6
Vq8qvNtQ,32,black,1600,1542,6
nj9lCjHE,107,white,1517,1553,2
2x3Fxia3,70,black,1565,1536,5
F5M7li7h,48,black,1577,1512,4
SojkL7z7,53,white,1714,1584,6
NCsAYNhI,75,white,1578,1430,4
ibVptXUP,36,black,1437,1571,3
orJnZ8kX,61,white,1559,1594,5
mxkIZH22,95,white,1291,1464,4
w99zKUXs,25,white,1657,1301,8
1AmC7sn1,60,black,1303,1889,10
NpMkvm69,59,white,1303,1223,6
Wi2kSx5D,33,white,1418,1303,3
2X2BXo2g,53,white,1303,1500,7
bvUqaz6f,38,black,1431,1312,8
DZuAbSV8,59,white,1699,1315,2
JbpKNhzn,36,black,1626,1291,3
Ev5ThKia,60,black,1294,1669,2
s0Y8J1hE,15,white,1381,1305,3
wBOsOHrW,34,draw,1296,1544,7
lC6AlxLW,18,black,1693,1667,4
abpk6T77,3,black,1259,1693,2
XhOncl4a,9,white,1693,1259,6
cVIvOG7G,55,white,1640,1706,4
Q4HzKL2C,38,black,1712,1907,7
EIY5ybSq,66,black,1621,1703,5
DuIwYHMA,38,black,1704,2406,4
NmeXh1uu,63,white,2406,1704,7
LTShgqvr,140,black,1549,1697,3
exfIiTOY,99,white,1683,1776,5
IhL0sMJ7,42,white,1666,1872,11
DeF8sMGC,111,white,1867,1671,6
LfpIxAfj,33,white,1664,1883,11
Ol1VGuUW,38,black,1671,1806,9
uhwYSFEx,45,white,2041,1674,6
uxYo1Us4,21,white,1697,1684,10
4yLWnpCr,71,white,1634,1698,1
JGgSdvuK,24,draw,1818,1694,2
mWeGFY3J,109,draw,1700,1502,5
HZ6dI60L,84,white,1696,1404,5
se4MSTCf,29,white,1962,1700,6
uKylXBCr,48,black,1706,1874,6
GWllX6pT,28,black,1907,1689,7
NYFOnJQz,41,white,1850,1696,7
DEdVu4kj,60,black,1700,1991,6
Vi7dYNdv,48,black,1705,1889,8
9reOOovh,49,white,1694,1721,6
DSd598fa,74,black,1704,1712,7
jpVeDbUQ,55,white,1767,1713,1
26mJgp9a,52,black,1726,1686,7
vWRgzGuf,32,black,1696,1715,7
QnzWsHIT,93,white,2252,1716,5
aVSGTQTY,78,draw,1791,1714,5
35YMtZaV,38,black,1731,1875,3
1w35Qc1Y,43,white,1720,1738,4
xxEsINaG,20,black,1750,1708,5
SMuzh97T,80,black,1717,1745,10
AC1pHX2k,94,draw,1744,1717,5
nCCDrlh0,51,white,1708,1649,4
bnBOp77a,106,black,1515,1885,4
czfYQz6Z,68,black,1885,1515,2
e6RpqNcC,68,black,1710,1885,3
ZDrcAbAo,55,white,1500,1885,14
z9DFjGqg,96,black,1885,1500,8
iIQEdfD3,53,white,1885,1645,6
sLnsBVxo,34,black,1645,1885,3
XdT1h6uE,3,white,1546,1885,2
AfsmWw2p,54,black,1670,1885,5
